Storage Interface,Colour,Screen Details,RAM Type,Removable Battery,RAM,Display Type,Weight,USB 3.1,Hard Drive RPM,USB 2.0,Touchscreen,Processor Brand,Webcam Resolution,Screen Resolution,Technologies,Input,Pointer Input,Processor,Adapter,Processor Details,Fingerprint Scanner,RJ45 LAN (Ethernet),Graphics Memory Type,Memory Slots,WiFi,Warranty,RAM Expandable Upto,Storage Type,Graphics Processor,2 in 1 Laptop (Convertible),HDMI,Bluetooth,VGA,Processor Clock Speed,Optical Drive,Video Recording,Warranty Details,Battery Type,Micro USB,Webcam,OS Version,Sales Package,Chipset,USB 3.0,Dimensions (mm),RAM Frequency,Cache,Keyboard,Secondary Storage Capacity,Storage Capacity,Mini DisplayPort,Lockport,Operating System,Battery Cell,Processor Model,Media Card Support,Speakers,Battery Capacity,Dedicated Graphics Memory,Warranty Type,USB Type C,Battery Life (Upto),SIM Card Slot,Screen Size
 SATA , Grey , HD Truelife LED-Backlit On-cell Touch Display , DDR3 ,, 8GB , LED , 2.4 kg ,, 5400 RPM ,, Yes , AMD ,, 1366 x 768 pixels , MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A10 APU ,,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon R6 ,,," Yes, 4.0 ",, 1.8GHz ," Yes, Tray load DVD Drive (Reads and Writes to DVD/CD) ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 24.0 , 1600MHz ,, Backlit ,, 1TB ,,, Windows , 4 Cell , Quad Core 8700P ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Grey , HD LED Anti-Glare Display , DDR3 ,, 4GB , LED , 2.36 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (3rd Gen) , 65 W ,,,,,2," Yes, 802.11 b/g/n ",, Upto 8GB , HDD , Intel HD Graphics 4000 ,,," Yes, 4.0 ", Yes , 2.4GHz ," Yes, DVD RW Drive ",,, Li-Ion ,, Yes , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM75 Express ,, 376 x 260 x 34.5 ,,, QWERTY + Numpad ,, 500GB ,,, Linux , 6 Cell , 3110M ," SD, SDHC, SDXC ", 2 x 2W Stereo Speakers ,,,,, 3 hours ,, 15.6 inch 
 SATA , Silver , LED-Backlit Touchscreen Display , DDR3 ,, 8GB , LED , 2.6 kg ,, 5400 RPM ," Yes, 1 ", Yes , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i5 (5th Gen) ,,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 5500 ,,," Yes, 4.0 ",, 2.2GHz ,, 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 378 x 254 x 23.0 , 1600MHz ,, Backlit ,, 1TB ,, Yes , Windows , 3 Cell , 5200U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED backlit Display , DDR3 ,, 4GB , LED , 2.82 kg ,, 5400 RPM ,, No , Intel ,, 1600 x 900 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (5th Gen) , 65 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 5500 ,,," Yes, 4.0 ", Yes , 2.1GHz ," Yes, Super-Multi DVD Drive ",,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 417 x 284 x 28 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,,, Windows , 4 Cell , 5015U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 17.3 inch 
 SATA , Moon Silver , HD LED Backlit Display , DDR3 ,, 6GB , LED , 1.72 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , Waves MaxxAudio ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (3rd Gen) , 65 W ,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 4000 ,,, Yes , Yes , 1.7GHz ,, 720p HD ,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Warranty Documents ", Mobile Intel HM77 Express ," Yes, 3 ", 332.7 x 231.14 x 20.3 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 4 Cell , 3317U ," SD, SDHC, SDXC ", Skullcandy Speakers ,,,,,,, 13.3 inch 
 SATA , Black , HD LED Display with TrueLife , DDR3 ,, 4GB , LED , 2.52 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1.3MP , 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad ,, 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Nvidia GeForce GT 540M ,,," Yes, 2.1 ", Yes , 2.9GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM65 Express ,, 377.9 x 244.9 x 37.6 , 1600MHz ,, QWERTY ,, 500GB ,, No , Windows , 6 Cell , 2630QM ," SD, SDHC, SDXC ", JBL speakers ,, 2GB Graphics ,,, 4 hours ,, 15.6 inch 
 SATA , Black , HD LED Backlit Anti-Glare Display , DDR3 ,, 4GB ,, 2.3 kg ,, 5400 RPM ," Yes, 2 ",, Intel , 0.3MP , 1366 x 768 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Celeron Dual Core ,,,, Yes ,,2, Yes , 1 Year , Upto 8GB , HDD , Intel HD Graphics ,,, Yes , Yes , 1.5GHz ,,,,,,, Windows 8 ,,,, 15 x 10.08 x 1.05 , 1600MHz , 2 MB , QWERTY + Numpad ,, 500GB ,,, Windows ,, 3205U ," SD, SDHC, SDXC ", Dell Audio Speakers ,,,,, 4 hours ,, 15.6 inch 
 SATA , Silver , LED Backlit Touch Display , DDR3 ,, 4GB , LED , 1.4 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , MaxxAudio ," Microphone Jack, Headphone Jack ", Trackpad , Intel Pentium Quad Core ,,, No ,,,1," Yes, 802.11 b/g/n ",,, HDD , Intel HD Graphics ,,," Yes, 4.0 ",, 2.1GHz ,, 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 300 x 201 x 20.0 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 3 Cell , N3540 ," SD, SDHC, SDXC ", 2 speakers ,,,,,,, 11.6 inch 
 SATA , Black , HD LED Backlit with Truelife Display , DDR3 ,, 4GB , LED , 2.09 kg ,, 5400 RPM ," Yes, 1 ", No , Intel , 1MP , 1366 x 768 pixels , Waves MaxxAudio 4 ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (4th Gen) , 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce 720M ,,," Yes, 4.0 ", Yes , 1.6GHz ," Yes, DVD R/W Writer ", 720p HD ,, Li-Ion ,, Yes , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel QM87 Express ," Yes, 2 ", 346 x 245 x 25.3 , 1600MHz ,, QWERTY ,, 500GB ,, No , Linux , 6 Cell , 4200U ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,, 3 hours ,, 13.8 inch 
 SATA , Black , HD LED Backlit Display , DDR3 ,, 4GB , LED ,,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (4th Gen) , 40 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 4400 ,,," Yes, 4.0 ", No , 1.7GHz , No , 720p HD ,, Li-Ion ,, Yes , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel QM87 Express ," Yes, 2 ",, 1600MHz ,, QWERTY ,, 500GB ,, No , Linux , 4 Cell , 4005U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD LED-backlit Display , DDR3 ,, 4GB , LED , 2.4 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , MaxxAudio ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i3 (5th Gen) ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 5500 ,,," Yes, 4.0 ",, 2GHz ," Yes, DVD RW Drive ", 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 267 x 25.6 , 1600MHz ,, QWERTY + Numpad ,, 1TB ,,, Windows , 3 Cell , 5005U ," SD, SDHC, SDXC ", Stereo speakers ,,,,, 6 hours ,, 15.6 inch 
 SATA , Black , HD LED backlit Display , DDR3 ,, 4GB , LED , 2.39 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Celeron Dual Core , 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 4.0 ", Yes , 1.4GHz ," Yes, Super-Multi DVD Drive ",,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 267 x 25 ,,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 4 Cell , 2957U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Grayish Black , HD WLED Anti-Glare Display , DDR3 ,, 2GB , LED , 2.36 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1.3MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i3 (3rd Gen) , 65 W ,,,,,2," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics ,,," Yes, 3.0 ", Yes , 2.5GHz ," Yes, DVD RW Drive ",,, Li-Ion ,, Yes ,," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM57 Express ,, 376 x 260 x 34.5 ,,, QWERTY + Numpad ,, 500GB ,,, Linux , 6 Cell , 380M ," SD, SDHC, SDXC ", Dell Audio Speakers ,,,,, 3 hours ,, 15.6 inch 
 SATA , Black , HD LED-backlit Touchscreen Display , DDR3 ,, 4GB , LED , 2.3 kg ,, 5400 RPM ,, Yes ,,, 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Pentium Dual Core ,,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4000 ,,," Yes, 4.0 ",, 1.7GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 266 x 25.4 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,,, Windows , 4 Cell , 3558U ," SD, SDHC, SDXC ", Stereo speakers ,,,,, 6 hours ,, 15.6 inch 
 SATA , Black , Truelife LED-Backlit Display , DDR3 ,, 8GB , LED , 3.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1600 x 900 pixels , MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (4th Gen) , 40 W ,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 4400 ,,," Yes, 4.0 ", Yes , 1.9GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ",, 1600MHz ,, QWERTY ,, 1TB ,, No , Windows , 4 Cell , 4030U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 17.3 inch 
 SATA , Black , HD LED Touch Display with True Life , DDR3 ,, 4GB , LED , 2.3 kg ,, 5400 RPM ,, Yes , Intel , 1MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i3 (3rd Gen) , 40 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , AMD Radeon HD 7670M ,,," Yes, 4.0 ",, 1.8GHz ," Yes, CD Writer ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM76 Express ," Yes, 2 ", 376 x 259 x 33.9 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,,, Windows , 4 Cell , 3217U ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,, 8 hours ,, 15.6 inch 
 SATA , Black , HD LED True Life Display , DDR3 ,, 4GB , LED , 2.1 kg ,, 5400 RPM ,, No , Intel , 1MP , 1366 x 768 pixels ,," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i5 (4th Gen) , 65 W ,,,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce GT625M ,,," Yes, 4.0 ", Yes , 2.6GHz ," Yes, Tray-load DVD RW Drive ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM76 Express ," Yes, 2 ", 346 x 245 x 28.7 ,,, QWERTY + Numpad ,, 500GB ,,, Windows , 6 Cell , 4200U ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,, 3 hours ,, 14 inch 
 SATA , Black , HD LED Display with TrueLife , DDR3 ,, 2GB , LED , 2.47 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1.3MP , 1366 x 768 pixels , SRS Premium Sound ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (3rd Gen) , 65 W ,,,,,," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 2.1 ", Yes , 2.1GHz ," Yes, 8X DVD Writer ",,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 248 x 32.8 , 1600MHz ,, QWERTY + Numpad ,, 250GB ,,, Windows , 6 Cell , 330M ," SD, SDHC, SDXC ", Stereo Speakers 4-Watt (2 x 2W) ,,,,,,, 15.6 inch 
 SATA , Black , Diagonal UHD IPS UWVA Anti-Glare WLED-Backlit Display , DDR4 ,, 16GB , LED , 2.6 kg ,, 5400 RPM ,, No , Intel ,, 3840 x 2160 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (7th Gen) , 56 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 32GB , SSD , NVIDIA GeForce GTX 1060 ,,," Yes, 4.2 ",, 2.8GHz , No , 1080p FHD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 3 ", 388.6 x 274.3 x 25.4 , 2133MHz ,, QWERTY ,, 128GB ,, No , Windows , 4 Cell , 7700HQ ," SD, SDHC, SDXC ", Stereo speakers ,, 6GB Graphics ,,,,, 15.6 inch 
 SATA , Black , HD LED backlit Display , DDR4 ,, 8GB , LED , 2.57 kg ,, 5400 RPM ,, No , AMD ,, 1920 x 1080 pixels , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A10 APU , 130 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 32GB , HDD , AMD Radeon RX 460 ,,," Yes, 4.1 ",, 2.6GHz , No ,,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 3 ", 383.5 x 264.2 x 25.4 , 2400MHz ,," QWERTY + Numpad, Backlit ",, 1TB ,,, Windows , 6 Cell , Quad Core 9630P ," SD, SDHC, SDXC ", Stereo speakers ,, 4GB Graphics ,,,,, 15.6 inch 
 SATA , Silver , HD WLED True-Life Display , DDR3 ,, 4GB , LED , 2.29 kg ,, 5400 RPM ,, No , Intel , 1MP , 1366 x 768 pixels , Waves MaxxAudio 3 ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (3rd Gen) , 48 W ,,,,,2," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce 630M ,,," Yes, 4.0 ", Yes , 3.1GHz ," Yes, DVD Writer ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM77 Express ," Yes, 3 ", 347 x 288 x 24.0 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 6 Cell , 3210M ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,,,, 14 inch 
 SATA , Grayish Black , HD WLED Anti-Glare Display , DDR3 ,, 2GB , LED , 2.36 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1.3MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (3rd Gen) , 65 W ,,,,,2," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics ,,," Yes, 3.0 ", Yes , 2.5GHz ," Yes, DVD RW Drive ",,, Li-Ion ,, Yes ,," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM57 Express ,, 376 x 260 x 34.5 ,,, QWERTY + Numpad ,, 500GB ,,, Linux , 6 Cell , 380M ," SD, SDHC, SDXC ", Stereo speakers ,,,,, 3 hours ,, 14 inch 
 SATA , Black , HD True Life Display with LED Backlit , DDR3 ,, 4GB , LED , 2.3 kg ,, 5400 RPM ,, No , Intel , 1MP , 1366 x 768 pixels , Waves MaxxAudio 4 ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (4th Gen) , 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , AMD Radeon HD 8670M ,,," Yes, 4.0 ", Yes , 1.6GHz ," Yes, Tray-load DVD RW Drive ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM76 Express ," Yes, 2 ", 376 x 259 x 25.3 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 6 Cell , 4200U ," SD, SDHC, SDXC ", Stereo speakers ,, 1GB Graphics ,,, 3 hours ,, 15.6 inch 
 SATA , Silver , HD WLED Back Light Display , DDR3 ,, 4GB , LED , 1.8 kg ,, 5400 RPM ," Yes, 3 ", No , Intel , 1MP , 1366 x 768 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (3rd Gen) ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4000 ,,," Yes, 4.0 ", Yes , 1.8GHz ," Yes, Tray-load DVD RW Drive ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM77 Express ,, 347 x 240 x 21 , 1600MHz ,, QWERTY + Numpad ,, 500GB ,,, Windows , 6 Cell , 3217U ," SD, SDHC, SDXC ", 2 Skullcandy Speakers ,,,,,,, 15.6 inch 
 SATA , Silver , HD WLED True-Life Display , DDR3 ,, 2GB , LED , 2.7 kg ,, 5400 RPM ,, No , Intel , 1MP , 1366 x 768 pixels , Waves MaxxAudio 3 ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (3rd Gen) ,,,,,,," Yes, 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4000 ,,," Yes, 4.0 ", Yes , 2.4GHz ," Yes, DVD Writer ",,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel HM77 Express ," Yes, 4 ", 378 x 252 x 34.1 ,,, QWERTY + Numpad ,, 500GB ,, Yes , Windows , 6 Cell , 3110M ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Anti-glare Widescreen Display , DDR3 ,, 4GB , LED , 3.6 kg ,, 7200 RPM ," Yes, 3 ", No ,,, 1280 x 800 pixels , HD Audio Solution ," Headphone Jack, Microphone Jack ", Trackpad , Intel Atom ,,, No ,,,1," Yes, 802.11 a/b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,, Yes , Yes , 2.4GHz ,,,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 335 x 238 x 30.4 ,,, Backlit ,, 250GB ,,, Windows , 6 Cell , 520M ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 14 inch 
 SATA , Black , HD LED Backlit with Truelife Display , DDR3 , Yes , 4GB ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ",, Intel , 0.9MP , 1366 x 768 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (5th Gen) , 45 W , 2 Cores ,, Yes ,,1," Yes, IEEE 802.11ac ", 2 Years ,, HDD , Intel HD Graphics 5500 ,," Yes, 1.4a "," Yes, v4.0 ", No , 1.7GHz , Yes ,,,, No ,, Windows 8.1 ,,," Yes, 1 ", 149 x 102 x 9.3 , 1600MHz , 3 MB , QWERTY + Numpad ,, 500GB , No ,, Windows ,, 5005U ," SD, SDHC, SDXC "," 2x Stereo Speakers, Waves MaxxAudio Pro ", 40 WHr ,," Onsite, Accidental Damage ", No , 7 hours , No , 15.6 inch 
 SATA , Black , Truelife LED-Backlit Display , DDR3 , Yes , 4GB 8 / 10 ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ", No , Intel ,, 1366 x 768 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Celeron Dual Core 6 / 10 , 60 W , Celron Dual Core (5th Gen) , No , Yes ,,2," Yes, IEEE 802.11b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics , No ," Yes, 1.4a "," Yes, 4.0 ", No , 1.5GHz ," Yes, DVD Writer ",, Accidental Damage Warranty ,, No , Yes 10 / 10 , Windows 8.1 ,,," Yes, 1 ", 15.10 x 10.53 x 1 , 1600MHz , 2 MB , QWERTY + Numpad ,, 500GB 8 / 10 , No ,, Windows ,, 3205U ," SD, SDHC, SDXC ", 2 Tuned Speakers With Waves Maxx Audio , 40 WHr ,, Onsite , No , 8 hours , No , 15.6 inch 
 SATA , Black , Full HD LED Backlit Display , DDR4 ,, 8GB 8 / 10 , LED , 2.18 kg , No , 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 65 W , Turbo Boost Upto 3.4 GHz , No , Yes , GDDR5 ,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon 520 , No , Yes ," Yes, 4.0 ", No , 1.6GHz , No , 720p HD ,, Li-Ion , No , Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.7 , 2133MHz , 6 MB , QWERTY ,, 1TB 10 / 10 , No , No , Windows ,, 8250U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics , Onsite , No , 6 hours , No , 15.6 inch 
 SATA , Platinum Silver , Full HD LED Backlit Wideview Anti-glare Display , DDR4 ,, 4GB , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , SSD , AMD Radeon 530 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 22.7 , 2400MHz ,," Backlit, QWERTY ",, 16GB ,, Yes , Windows , 3 Cell , 8250U ," SD, SDHC, SDXC ", Dual speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Black , HD LED Backlit Display , DDR3 ,, 4GB , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (4th Gen) ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 4.0 ", Yes , 1.7GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 21.7 , 1600MHz ,, QWERTY ,, 500GB ,, No , Windows ,, 4005U ," SD, SDHC, SDXC ", Dual speakers ,,,,, 3.5 hours ,, 15.6 inch 
 SATA , Black , HD LED Backlit with Truelife Display , DDR3 ,, 4GB , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (4th Gen) ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4400 ,,," Yes, 4.0 ", Yes , 1.7GHz , No , 720p HD ,, Li-Ion ,, Yes ,," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 21.7 , 1600MHz ,, QWERTY ,, 1TB ,, Yes , Linux ,, 4005U ," SD, SDHC, SDXC ", Dual speakers ,,,,, 3.5 hours ,, 15.6 inch 
 SATA , Gold , HD LED Backlit Display with Truelife , DDR3 ,, 12GB , LED , 3.3 kg ,, 5400 RPM ," Yes, 1 ", No , AMD ,, 1600 x 900 pixels , MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A8 APU , 40 W ,, No ,,,2," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon R5 ,,," Yes, 4.0 ", Yes , 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 416 x 283 x 29.2 , 1600MHz ,, Backlit ,, 1TB ,, No , Windows , 4 Cell , Quad Core 7410 ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 17.3 inch 
